problem,rmp_solver,init_mode,run,iter,cols,time,init_time,pricing_time,rmp_time
pk100rcf34,gurobi,p,2,57,8913,4.86254,2.18659,0.197311,2.3857
pk100rcf34,gurobi,p,3,57,9091,5.0074,2.21526,0.199574,2.50369
pk100rcf34,gurobi,p,4,55,9245,4.95131,2.22349,0.200114,2.44729
pk100rcf34,gurobi,g,0,114,27902,7.92419,0.0,0.376606,7.3521
pk100rcf34,gurobi,g,1,114,27902,7.908,0.0,0.376377,7.33962
pk100rcf34,gurobi,g,2,130,29093,7.5167,0.0,0.430712,6.87086
pk100rcf34,gurobi,g,3,120,29757,6.9903,0.0,0.407397,6.39382
pk100rcf34,gurobi,g,4,125,28732,7.52261,0.0,0.426194,6.88304
pk100rcf34,gurobi,P,0,40,6285,6.14367,3.76216,0.153802,2.16016
pk100rcf34,gurobi,P,1,38,6023,6.43214,4.16227,0.150455,2.05311
pk100rcf34,gurobi,P,2,37,6324,4.11067,2.146,0.146306,1.74878
pk100rcf34,gurobi,P,3,36,6066,6.28616,3.61909,0.140082,2.46229
pk100rcf34,gurobi,P,4,36,6288,6.21443,3.38744,0.142521,2.61522
pk100rcf34,gurobi,D,0,43,4128,6.37884,3.38137,0.147181,2.77338
pk100rcf34,gurobi,D,1,52,4426,7.47475,3.81555,0.179587,3.39552
pk100rcf34,gurobi,D,2,52,4263,5.1674,2.09246,0.182727,2.81635
pk100rcf34,gurobi,D,3,53,4282,6.35167,3.17411,0.183555,2.9102
pk100rcf34,gurobi,D,4,51,4512,6.80207,3.74462,0.180331,2.79418
pk100syf34,highs,p,0,47,12542,5.49675,1.45058,0.225469,3.74855
pk100syf34,highs,p,1,46,12537,5.42988,1.45629,0.221704,3.68163
pk100syf34,highs,p,2,48,12279,4.66746,1.4431,0.228147,2.92292
pk100syf34,highs,p,3,50,12772,4.88649,1.46407,0.23908,3.10756
pk100syf34,highs,p,4,50,12772,4.89947,1.4623,0.236483,3.12627
pk100syf34,highs,g,0,77,20312,7.85334,0.0,0.360068,7.38076
pk100syf34,highs,g,1,71,20263,7.2908,0.0,0.332099,6.85333
pk100syf34,highs,g,2,79,20825,6.62113,0.0,0.365974,6.1409
pk100syf34,highs,g,3,73,22474,5.94656,0.0,0.336683,5.49882
pk100syf34,highs,g,4,73,22293,5.8028,0.0,0.338999,5.35458
pk100syf34,highs,P,0,29,4509,9.00071,6.16056,0.147116,2.64731
pk100syf34,highs,P,1,29,4441,8.62045,5.7665,0.150438,2.6581
pk100syf34,highs,P,2,27,4424,4.0181,2.01438,0.136294,1.82559
pk100syf34,highs,P,3,27,4418,8.30901,4.59319,0.13843,3.534
pk100syf34,highs,P,4,27,4380,8.64202,4.89503,0.136005,3.56798
pk100syf34,highs,D,0,40,2554,9.89631,6.29186,0.189833,3.35201
pk100syf34,highs,D,1,39,2526,9.53458,6.02961,0.183554,3.26049
pk100syf34,highs,D,2,40,2505,5.04931,2.08399,0.187005,2.71766
pk100syf34,highs,D,3,39,2429,7.97316,5.10894,0.184783,2.61722
pk100syf34,highs,D,4,38,2506,7.2741,4.43401,0.179303,2.59806
pk100syf34,gurobi,p,0,69,13111,5.05588,1.13927,0.326934,3.47402
pk100syf34,gurobi,p,1,76,13078,5.55432,1.14236,0.359591,3.92757
pk100syf34,gurobi,p,2,75,13155,4.63532,1.14881,0.350182,3.01485
pk100syf34,gurobi,p,3,68,13294,4.40258,1.15053,0.320099,2.81969
pk100syf34,gurobi,p,4,74,13516,4.73429,1.18302,0.35369,3.07443
pk100syf34,gurobi,g,0,97,21904,6.41007,0.0,0.447295,5.80667
pk100syf34,gurobi,g,1,98,21752,6.36578,0.0,0.457226,5.74468
pk100syf34,gurobi,g,2,116,23338,6.92414,0.0,0.528991,6.21102
pk100syf34,gurobi,g,3,106,24374,6.09534,0.0,0.489966,5.44127
pk100syf34,gurobi,g,4,112,24145,6.41651,0.0,0.520013,5.71024
pk100syf34,gurobi,P,0,34,4667,4.9543,2.83525,0.171748,1.8881
pk100syf34,gurobi,P,1,34,4607,5.07512,2.95885,0.170971,1.88567
pk100syf34,gurobi,P,2,33,4747,3.34657,1.65011,0.163555,1.47695
pk100syf34,gurobi,P,3,36,4561,5.63784,2.52376,0.188364,2.8543
pk100syf34,gurobi,P,4,36,4606,5.82461,2.64636,0.185293,2.92698
pk100syf34,gurobi,D,0,43,2551,5.88721,3.07941,0.20214,2.52866
pk100syf34,gurobi,D,1,41,2616,5.55671,2.84867,0.19063,2.44374
pk100syf34,gurobi,D,2,57,12103,4.99604,1.68018,0.265281,2.94277
pk100syf34,gurobi,D,3,43,2487,5.02717,2.69062,0.201849,2.06013
pk100syf34,gurobi,D,4,41,2479,4.81106,2.62888,0.193802,1.91612
